0,43
1,97
2,115
3,132
4,400
5,406
6,419
7,424
8,463
9,508
10,571
11,584
12,604
13,621
14,647
15,661
16,679
17,690
18,757
19,779
20,797
21,834
22,845
23,864
24,946
25,960
26,968
27,989
28,1007
29,1025
30,1048
31,1057
32,1123
33,1128
34,1144
35,1161
36,1196
37,1212
38,1242
39,1250
40,1269
41,1281
42,1350
43,1354
44,1358
45,1371
46,1397
47,1414
48,1440
49,1447
50,1453
51,1537
52,1552
53,1576
54,1592
55,1600
56,1632
57,1684
58,1701
59,1756
60,1763
61,1786
62,1803
63,1886
64,1892
65,1913
66,1929
67,1945
68,1955
69,1977
70,1997
71,2046
72,2056
73,2085
74,2101
75,2127
76,2157
77,2206
78,2225
79,2249
80,2283
81,2340
82,2394
83,2416
84,2442
85,2475
86,2491
87,2529
88,2542
89,2626
90,2642
91,2662
92,2678
93,2715
94,2720
95,2749
96,2763
97,2817
98,2828
99,2860
100,2911
101,2926
102,2990
103,3003
104,3017
105,3029
106,3066
107,3073
108,3083
109,3104
110,3164
111,3176
112,3198
113,3246
114,3265
115,3287
