0,36
1,58
2,69
3,101
4,113
5,132
6,400
7,406
8,424
9,439
10,474
11,508
12,571
13,584
14,602
15,621
16,648
17,661
18,681
19,704
20,757
21,779
22,797
23,819
24,847
25,876
26,946
27,960
28,968
29,991
30,1007
31,1030
32,1048
33,1071
34,1122
35,1128
36,1144
37,1161
38,1196
39,1212
40,1242
41,1250
42,1269
43,1298
44,1350
45,1354
46,1358
47,1372
48,1399
49,1428
50,1442
51,1448
52,1461
53,1537
54,1557
55,1576
56,1600
57,1605
58,1632
59,1684
60,1703
61,1733
62,1763
63,1786
64,1803
65,1825
66,1892
67,1913
68,1929
69,1945
70,1964
71,1977
72,1997
73,2046
74,2058
75,2085
76,2101
77,2128
78,2157
79,2206
80,2225
81,2286
82,2295
83,2341
84,2394
85,2432
86,2442
87,2475
88,2493
89,2529
90,2542
91,2626
92,2641
93,2662
94,2682
95,2715
96,2720
97,2749
98,2828
99,2842
100,2860
101,2888
102,2914
103,2932
104,2990
105,3006
106,3017
107,3047
108,3066
109,3073
110,3083
111,3104
112,3164
113,3176
114,3216
115,3246
116,3268
117,3302
118,3419
119,3427
120,3454
121,3473
122,3487
123,3514
124,3561
125,3576
126,3585
127,3599
128,3609
129,3640
130,3663
131,3702
132,3738
133,3748
134,3765
135,3791
136,3844
137,3941
138,3953
139,3957
140,3964
141,4045
142,4053
143,4079
144,4099
145,4109
146,4191
147,4203
148,4218
149,4231
150,4266
151,4283
152,4312
153,4328
154,4374
155,4387
156,4398
157,4414
158,4444
159,4460
160,4474
161,4493
162,4537
163,4546
164,4556
165,4576
166,4616
167,4629
168,4637
169,4648
170,4665
171,4772
172,4779
173,4806
174,4822
175,4835
176,4850
177,4883
178,4916
179,4940
180,4950
181,4983
182,5030
183,5092
184,5102
185,5138
186,5169
187,5175
188,5207
189,5218
190,5280
191,5302
192,5340
193,5380
194,5406
195,5443
196,5456
197,5504
198,5550
199,5563
200,5578
201,5591
202,5595
203,5627
204,5641
205,5652
206,5702
207,5716
208,5731
209,5745
210,5750
211,5757
212,5776
213,5837
214,5852
215,5908
216,5922
217,5929
218,5946
219,5957
220,5999
221,6008
222,6019
223,6041
224,6103
225,6119
226,6126
227,6306
228,6327
229,6339
230,6360
231,6690
232,6968
233,6989
234,7069
235,7081
236,7115
237,7123
238,7140
239,7150
240,7169
241,7189
242,7200
243,7215
244,7219
245,7232
246,7240
247,7249
248,7263
249,7274
250,7288
251,7308
252,7326
253,7332
254,7349
255,7357
256,7370
257,7377
258,7396
259,7402
260,7406
261,7418
262,7432
263,7439
264,7468
265,7476
266,7489
267,7506
268,7518
269,7546
270,7571
271,7576
272,7590
273,7623
274,7641
275,7658
276,7679
277,7685
278,7705
279,7763
280,7773
281,7802
282,7846
283,7855
284,7871
285,7927
286,7934
287,7942
288,7978
289,7997
290,8013
291,8041
292,8072
293,8082
294,8086
295,8115
296,8121
297,8131
298,8136
299,8149
300,8154
301,8160
302,8164
303,8170
304,8190
305,8197
306,8276
307,8285
308,8310
309,8326
310,8342
311,8360
312,8372
313,8407
314,8417
315,8427
316,8438
317,8451
318,8467
319,8473
320,8495
321,8568
322,8602
323,8614
324,8625
325,8643
326,8653
327,8723
328,8763
329,8796
330,8912
331,8959
332,8993
333,9062
334,9072
335,9083
336,9097
337,9102
338,9125
339,9145
340,9171
341,9205
342,9233
343,9247
344,9257
345,9268
346,9280
347,9288
348,9294
349,9344
350,9354
351,9365
352,9386
353,9399
354,9411
355,9442
356,9459
357,9496
358,9506
359,9545
360,9565
361,9583
362,9597
363,9602
364,9608
365,9615
366,9634
367,9656
368,9681
369,9721
370,9735
371,9858
372,9875
373,9892
374,9927
375,9955
376,9983
377,10000
378,10018
379,10029
380,10049
381,10069
382,10110
383,10146
384,10155
385,10164
386,10242
387,10251
388,10262
389,10271
390,10290
391,10346
392,10353
393,10386
394,10398
395,10428
396,10435
397,10447
398,10525
399,10561
400,10569
401,10581
402,10600
403,10608
404,10624
405,10632
406,10639
407,10702
408,10714
409,10752
410,10768
411,10771
412,10876
413,10889
414,10973
415,10988
416,11108
417,11116
418,11126
419,11144
420,11152
421,11195
422,11232
423,11239
424,11245
425,11256
426,11274
427,11284
428,11297
429,11311
430,11344
431,11399
432,11417
433,11424
434,11464
435,11484
436,11491
437,11512
438,11550
439,11554
440,11560
441,11605
442,11611
443,11616
444,11628
445,11651
446,11659
447,11667
448,11681
449,11691
450,11780
451,11788
452,11839
453,11866
454,11890
455,11949
456,11962
457,11982
458,11995
459,12044
460,12063
461,12094
462,12142
463,12166
464,12212
465,12240
466,12265
467,12386
468,12393
469,12406
470,12412
471,12431
472,12439
473,12473
474,12483
475,12538
476,12548
477,12561
478,12569
479,12592
