0,47
1,59
2,76
3,93
4,119
5,135
6,144
7,163
8,168
9,174
10,243
11,258
12,335
13,340
14,351
15,356
16,363
17,389
18,396
19,420
20,429
21,446
22,490
23,501
24,521
25,526
26,533
27,675
28,684
29,691
30,707
31,713
32,718
33,735
34,743
35,756
36,770
37,779
38,794
39,850
40,854
41,858
42,873
43,889
44,896
45,914
46,919
47,938
48,945
49,951
50,956
51,967
52,975
53,1020
54,1039
55,1085
56,1093
57,1113
58,1120
59,1140
60,1199
61,1210
62,1217
63,1224
64,1235
65,1246
66,1259
67,1265
68,1313
69,1331
70,1340
71,1350
72,1389
73,1406
74,1411
75,1440
76,1450
77,1491
78,1514
79,1535
80,1564
81,1578
82,1603
83,1613
84,1633
85,1640
86,1712
87,1741
88,1749
89,1758
90,1773
91,1779
92,1784
93,1801
94,1875
95,1893
96,1933
97,1995
98,2002
99,2010
100,2049
101,2068
102,2078
103,2094
104,2103
105,2115
106,2146
107,2154
108,2163
109,2185
110,2191
111,2197
112,2248
113,2254
114,2259
115,2273
116,2276
117,2324
118,2333
119,2352
120,2361
121,2368
122,2390
123,2394
124,2400
125,2405
126,2411
127,2417
128,2422
129,2425
130,2430
131,2434
132,2495
133,2499
134,2669
135,2678
136,2728
137,2739
138,2744
139,2750
140,2761
141,2768
142,2776
143,2794
144,2798
145,2807
146,2848
147,2853
148,2863
149,2869
150,2876
151,2892
152,2896
153,2931
154,2937
155,2949
156,2972
157,2976
158,3015
159,3024
160,3046
161,3052
162,3140
163,3154
164,3161
165,3171
166,3177
167,3193
168,3213
169,3223
170,3235
171,3255
172,3260
173,3265
174,3269
175,3413
176,3457
177,3469
178,3473
179,3533
180,3605
181,3617
182,3627
183,3633
184,3644
185,3646
186,3653
187,3657
188,3661
189,3816
190,3827
191,3839
192,3856
193,3879
194,3907
195,3921
196,3926
197,3934
198,3936
199,3949
200,3953
201,3961
202,3971
203,3985
204,3999
205,4033
206,4038
207,4047
208,4081
209,4103
210,4119
211,4132
212,4184
213,4196
214,4206
215,4234
216,4284
217,4296
218,4313
219,4341
220,4348
221,4354
222,4397
223,4460
224,4471
225,4477
226,4499
227,4506
228,4509
229,4526
230,4583
231,4593
232,4604
233,4623
234,4627
235,4649
236,4685
237,4688
238,4693
239,4715
240,4730
241,4738
242,4743
243,4750
244,4867
245,4870
246,4879
247,4889
248,4905
249,4917
250,4930
251,4947
252,4957
253,4971
254,5002
255,5023
256,5036
257,5064
258,5072
259,5089
260,5095
261,5099
262,5113
263,5136
264,5160
265,5166
266,5172
267,5185
268,5200
269,5204
270,5246
271,5255
272,5269
273,5287
274,5291
275,5303
276,5334
277,5357
278,5375
279,5392
280,5397
281,5407
282,5413
283,5424
284,5431
285,5436
286,5444
287,5448
288,5466
289,5492
290,5515
291,5520
292,5525
293,5542
294,5606
295,5614
296,5625
297,5634
298,5642
299,5665
300,5668
301,5683
302,5696
303,5720
304,5749
305,5762
306,5771
307,5783
308,5790
309,5804
310,5812
311,5840
312,5851
313,5874
314,5889
315,5894
316,5929
317,5936
318,5943
319,5959
320,5987
321,6032
322,6040
323,6045
324,6051
325,6082
326,6104
327,6117
328,6141
329,6147
330,6154
331,6156
332,6159
333,6201
334,6256
335,6266
336,6290
337,6295
338,6337
339,6351
340,6357
341,6362
342,6378
343,6382
344,6404
345,6432
346,6443
347,6481
348,6492
349,6498
350,6519
351,6525
352,6532
353,6570
354,6573
355,6604
356,6630
357,6655
358,6696
359,6700
360,6720
361,6726
362,6742
363,6783
364,6791
365,6804
366,6825
367,6832
368,6840
369,6859
370,6889
371,6893
372,6909
373,6915
374,6966
375,6978
376,6984
377,7000
378,7018
379,7032
380,7131
381,7134
382,7246
383,7274
384,7307
385,7316
386,7324
387,7327
388,7439
389,7648
390,7652
391,7658
392,7674
393,7679
394,7686
395,7704
396,7713
397,7730
398,7738
399,7743
400,7755
401,7758
402,7765
403,7768
404,7776
405,7787
406,7799
407,7807
408,7815
409,7823
410,7828
411,7834
412,7840
413,7847
414,7851
415,7854
416,7862
417,7872
418,7887
419,7891
420,7895
421,7905
422,7908
423,7920
424,7922
425,7927
426,7934
427,7945
428,7949
429,7963
430,7967
431,7974
432,7977
433,7987
434,7997
435,8002
436,8124
437,8135
438,8149
439,8159
440,8172
441,8240
442,8244
443,8252
444,8254
445,8278
446,8289
447,8301
448,8303
449,8320
450,8330
451,8340
452,8345
453,8348
454,8351
455,8360
456,8377
457,8384
458,8388
459,8580
460,8586
461,8611
462,8636
463,8644
464,8669
465,8680
466,8685
467,8694
468,8697
469,8789
470,8799
471,8829
472,8837
473,8846
474,8859
475,8876
476,8880
477,8896
478,8904
479,8910
480,8920
481,8930
482,8981
483,9004
484,9012
485,9024
486,9051
487,9067
488,9072
489,9076
490,9094
491,9132
492,9142
493,9158
494,9166
495,9180
496,9188
497,9203
498,9210
499,9217
500,9222
501,9238
502,9248
503,9252
504,9264
505,9301
506,9401
507,9411
508,9415
509,9467
510,9476
511,9489
512,9495
513,9513
514,9531
515,9543
516,9548
517,9563
518,9571
519,9576
520,9598
521,9605
522,9618
523,9659
524,9713
525,9716
526,9760
527,9766
528,9770
529,9776
530,9783
531,9789
532,9802
533,9809
534,9832
535,9836
536,9847
537,9877
538,9889
539,9894
540,9899
541,9905
542,9941
543,9956
544,9965
545,9971
546,9985
547,10128
548,10135
549,10141
550,10170
551,10191
552,10212
553,10223
554,10228
555,10236
556,10240
557,10245
558,10248
559,10257
560,10267
561,10269
562,10279
563,10292
564,10346
565,10432
566,10437
567,10448
568,10453
569,10471
570,10491
571,10508
572,10519
573,10528
574,10539
575,10545
576,10550
577,10590
578,10595
579,10603
580,10622
581,10640
582,10660
583,10678
584,10712
585,10735
586,10741
587,10760
588,10771
589,10792
590,10849
591,10859
592,10885
593,10929
594,10945
595,10954
596,10965
597,10972
598,11025
599,11048
600,11066
601,11083
602,11090
603,11101
604,11110
605,11152
606,11157
607,11188
608,11199
609,11203
610,11215
611,11221
612,11227
613,11229
614,11233
615,11237
616,11319
617,11330
618,11348
619,11354
620,11364
621,11369
622,11397
623,11465
624,11475
625,11487
626,11498
627,11537
628,11544
629,11572
630,11579
631,11585
632,11605
633,11630
634,11647
635,11666
636,11672
637,11677
638,11688
639,11706
640,11717
641,11720
642,11735
643,11746
644,11752
645,11879
646,12024
647,12028
648,12032
649,12039
650,12045
651,12054
652,12079
653,12088
654,12091
655,12094
656,12098
657,12101
658,12106
659,12109
660,12123
661,12126
662,12134
663,12146
664,12152
665,12157
666,12160
667,12192
668,12200
669,12206
670,12212
671,12232
672,12242
673,12261
674,12282
675,12290
676,12305
677,12310
678,12337
679,12341
680,12351
681,12361
682,12367
683,12383
684,12388
685,12448
686,12461
687,12486
688,12498
689,12513
690,12558
691,12562
692,12578
693,12596
694,12642
695,12651
696,12657
697,12676
698,12681
699,12704
700,12710
701,12727
702,12732
703,12742
704,12745
705,12763
706,12767
707,12863
708,12875
709,12882
710,12910
711,12916
712,12927
713,12943
714,12949
715,12961
716,12966
717,12977
718,13024
719,13042
720,13047
721,13098
722,13110
723,13116
724,13151
725,13179
726,13229
727,13258
728,13303
729,13327
730,13372
731,13379
732,13413
733,13499
734,13512
735,13547
736,13553
737,13569
738,13578
739,13584
740,13589
741,13628
742,13632
743,13640
744,13656
745,13667
746,13682
747,13707
748,13713
749,13738
750,13746
751,13756
752,13777
753,13781
754,13787
755,13792
756,13798
757,13801
758,13807
759,13882
760,13937
761,13957
762,13967
763,13985
764,13991
765,13995
766,14170
767,14178
768,14183
769,14187
770,14205
771,14209
772,14214
773,14219
774,14225
775,14237
776,14251
777,14262
778,14330
779,14339
780,14348
781,14355
782,14375
783,14384
784,14398
785,14408
786,14413
787,14436
788,14444
789,14449
790,14465
791,14522
792,14529
793,14542
794,14553
795,14561
796,14580
797,14599
798,14627
799,14641
800,14661
801,14674
802,14691
803,14695
804,14733
805,14808
806,14825
807,14843
808,14854
809,14880
810,14893
811,14930
812,14944
813,14948
814,14986
815,15000
816,15016
817,15020
818,15042
819,15049
820,15099
821,15133
822,15141
823,15147
824,15171
825,15177
826,15220
827,15243
828,15257
829,15269
830,15306
831,15310
832,15323
833,15327
834,15334
835,15367
836,15380
837,15388
838,15465
839,15482
840,15499
841,15510
842,15527
843,15541
844,15590
845,15608
846,15619
847,15630
848,15638
849,15653
850,15682
851,15725
852,15731
853,15745
854,15755
855,15794
856,15800
857,15887
858,15896
859,15913
860,15927
861,15954
862,15958
863,15964
864,16028
865,16037
866,16050
867,16107
868,16130
869,16147
870,16163
871,16197
872,16203
873,16273
874,16283
875,16291
876,16304
877,16310
878,16324
879,16339
880,16344
881,16351
882,16373
883,16378
884,16395
885,16417
886,16475
887,16480
888,16494
889,16498
890,16528
891,16550
892,16570
893,16590
894,16597
895,16634
896,16644
897,16665
898,16680
899,16688
900,16712
901,16732
902,16747
903,16753
904,16860
905,16879
906,16894
907,16905
908,16912
909,16922
910,16934
911,16942
912,16961
913,16968
914,16992
915,16997
916,17057
917,17064
918,17076
919,17084
920,17113
921,17117
922,17128
923,17132
924,17140
925,17163
926,17169
927,17180
928,17183
929,17358
930,17371
931,17380
932,17389
933,17401
934,17459
935,17469
936,17479
937,17485
938,17494
939,17507
940,17536
941,17559
942,17567
943,17591
944,17607
945,17623
946,17631
947,17637
948,17686
949,17690
950,17699
951,17703
952,17710
953,17730
954,17766
955,17768
956,17812
957,17819
958,17827
959,17832
960,17854
961,17861
962,17867
963,17882
964,17895
965,17907
966,17916
967,17933
968,17938
969,17946
970,18026
971,18034
972,18052
973,18118
974,18123
975,18131
976,18143
977,18159
978,18164
979,18179
980,18187
981,18197
982,18217
983,18221
984,18242
985,18266
986,18279
987,18290
988,18342
989,18357
990,18360
991,18388
992,18393
993,18407
994,18427
995,18433
996,18436
997,18472
998,18481
999,18488
1000,18503
1001,18538
1002,18555
1003,18574
1004,18645
